temperature,humidity,wind_speed,rainfall_7d,consecutive_dry_days,soil_moisture,land_type,month,risk_score,risk_level,fire_occurred
27.8,71.7,3.7,0.0,20,46.4,0,6,0.363,Medium,0
28.8,66.2,5.2,20.6,0,95.0,0,3,0.119,Low,0
29.0,74.5,5.6,1.2,22,42.0,0,4,0.351,Medium,1
34.7,41.5,7.1,0.0,12,69.8,1,8,1.0,Critical,1
30.2,69.1,1.7,19.2,2,92.6,0,12,0.259,Low,0
25.5,65.4,18.9,9.6,4,85.2,1,11,0.206,Low,0
24.2,73.3,8.7,23.8,2,89.6,0,11,0.0,Low,0
29.0,85.3,4.0,15.9,1,94.5,1,12,0.218,Low,1
29.1,55.2,7.5,0.3,6,82.1,1,9,0.693,High,1
28.4,73.7,3.0,0.7,18,51.7,0,2,0.404,Medium,0
32.0,37.2,13.7,0.0,11,71.0,0,9,0.705,High,1
24.0,69.5,5.5,60.1,4,84.5,1,10,0.051,Low,0
27.0,70.8,2.6,14.8,0,95.0,0,1,0.0,Low,0
30.2,64.7,6.9,36.9,4,87.6,1,3,0.421,Medium,1
28.7,73.1,10.4,11.1,1,94.3,0,2,0.132,Low,0
26.5,88.1,1.3,9.9,3,88.2,0,3,0.015,Low,0
30.1,90.4,11.5,10.5,4,87.6,1,11,0.316,Low,1
32.5,45.5,14.4,0.0,22,43.8,1,6,0.929,Critical,1
28.0,80.9,7.6,9.5,3,89.0,1,5,0.107,Low,0
26.8,82.9,19.8,3.2,2,90.9,0,4,0.065,Low,0
30.4,50.4,5.8,0.0,21,45.2,1,6,1.0,Critical,1
30.9,32.7,3.0,10.7,1,95.0,0,8,0.386,Medium,0
30.1,46.2,5.7,0.0,12,67.5,1,7,0.975,Critical,1
24.9,79.4,14.8,14.0,3,87.5,0,2,0.079,Low,0
27.0,70.5,5.7,33.2,2,91.0,1,2,0.041,Low,1
28.1,86.8,13.0,5.7,3,89.1,1,4,0.225,Low,0
28.1,91.6,9.3,32.0,2,91.6,0,5,0.053,Low,0
26.4,68.6,5.9,10.6,4,85.7,1,10,0.144,Low,0
29.8,32.9,13.3,0.0,10,72.4,0,8,0.635,High,1
28.2,79.0,7.5,14.8,1,94.1,1,10,0.134,Low,0
25.9,94.6,27.7,13.3,2,90.4,1,4,0.15,Low,0
27.4,78.7,8.7,3.1,4,86.2,0,10,0.076,Low,0
28.9,63.1,6.0,0.0,9,74.5,1,8,0.591,High,1
28.9,81.5,9.9,1.9,23,39.5,1,4,0.491,Medium,1
32.8,49.1,8.1,7.3,2,93.9,1,8,0.607,High,1
26.3,64.3,7.1,67.3,4,85.7,0,5,0.118,Low,0
30.2,91.9,9.0,8.1,3,90.1,1,2,0.345,Low,0
27.6,62.6,10.1,11.3,3,88.8,1,10,0.061,Low,0
34.7,46.8,4.4,2.3,2,94.9,0,8,0.589,High,1
34.3,41.5,16.2,0.0,24,39.7,0,8,0.914,Critical,1
26.1,86.5,6.2,56.1,3,88.1,0,10,0.078,Low,0
33.3,62.8,2.0,0.0,16,59.1,0,6,0.68,High,1
28.0,83.0,5.5,23.6,1,94.0,1,1,0.192,Low,0
29.4,51.0,3.3,3.0,4,87.2,0,8,0.264,Low,0
29.8,65.1,14.3,14.8,1,94.9,0,5,0.262,Low,0
24.0,74.7,18.8,89.0,1,92.0,0,3,0.052,Low,0
28.9,74.4,10.1,3.7,3,89.4,1,11,0.262,Low,0
28.0,82.8,8.9,5.9,4,86.5,1,4,0.143,Low,0
27.6,78.1,6.2,8.9,0,95.0,1,12,0.117,Low,0
29.5,46.2,14.8,0.0,5,84.8,1,7,0.705,High,1
30.8,78.2,2.2,6.6,0,95.0,1,4,0.368,Medium,1
34.2,64.5,7.8,1.5,5,87.1,1,7,0.675,High,0
26.3,79.5,2.7,0.1,14,60.6,1,10,0.468,Medium,1
28.4,79.3,7.5,8.3,4,86.7,0,1,0.157,Low,0
27.8,73.7,8.5,7.1,2,91.4,0,5,0.087,Low,0
25.8,62.0,26.5,9.5,1,92.9,1,5,0.258,Low,0
28.0,69.5,5.7,19.7,3,89.0,0,4,0.093,Low,0
25.0,76.7,18.3,20.0,1,92.5,0,12,0.056,Low,0
27.8,28.3,9.3,0.0,18,51.4,1,8,0.939,Critical,1
31.0,54.0,5.2,0.0,18,53.0,1,8,0.892,Critical,1
27.6,90.2,26.2,9.4,0,95.0,0,10,0.042,Low,0
32.9,63.0,1.8,0.0,8,78.9,0,8,0.542,Medium,1
34.4,35.5,13.5,0.0,15,62.2,1,8,0.946,Critical,1
27.2,79.9,17.2,2.4,3,88.6,0,2,0.205,Low,0
29.3,50.8,5.2,0.0,9,74.6,0,6,0.491,Medium,0
26.4,70.1,7.1,8.6,0,95.0,0,5,0.0,Low,0
25.7,86.2,6.8,7.2,3,87.8,0,10,0.122,Low,0
27.5,80.1,5.9,9.0,3,88.7,1,12,0.016,Low,0
27.0,72.1,24.7,3.1,3,88.5,0,1,0.091,Low,0
29.3,91.0,1.5,52.1,2,92.1,1,12,0.109,Low,0
33.7,56.6,1.6,0.0,6,84.3,0,9,0.599,High,1
29.9,85.1,6.4,6.8,1,94.9,1,12,0.256,Low,1
30.0,83.0,8.9,1.6,24,37.5,0,8,0.321,Low,0
35.6,52.4,19.8,0.0,24,40.3,0,7,0.965,Critical,1
28.2,79.1,20.1,10.3,3,89.1,1,3,0.28,Low,0
24.7,72.6,16.6,7.0,0,94.9,0,3,0.074,Low,0
31.9,63.7,5.1,0.0,9,76.0,0,7,0.513,Medium,1
33.0,37.3,9.9,0.0,23,41.5,0,8,0.927,Critical,1
27.0,59.7,10.0,1.9,17,53.5,0,5,0.338,Low,0
29.8,42.0,7.1,0.0,19,49.9,1,7,0.865,Critical,1
30.3,78.2,3.4,12.2,3,90.1,0,11,0.155,Low,0
31.5,47.2,15.8,0.0,24,38.3,1,6,1.0,Critical,1
26.9,68.9,4.7,11.6,1,93.5,0,5,0.024,Low,0
37.5,41.4,4.6,0.0,14,66.3,1,6,0.99,Critical,1
25.2,75.4,5.6,7.7,3,87.6,1,1,0.07,Low,0
29.5,95.0,15.8,6.1,3,89.8,1,5,0.244,Low,0
25.1,90.0,15.9,14.8,0,95.0,1,12,0.0,Low,1
31.3,68.0,15.9,0.0,11,70.6,0,6,0.584,High,1
31.6,26.6,7.7,1.0,14,63.3,0,8,0.65,High,1
29.9,57.9,2.5,12.2,3,89.9,0,12,0.159,Low,0
25.5,89.6,1.2,0.2,9,72.7,0,4,0.26,Low,0
25.1,73.4,4.4,12.3,0,95.0,1,3,0.0,Low,0
27.5,68.6,1.3,9.5,2,91.3,0,2,0.113,Low,0
24.0,95.0,2.3,7.8,1,92.0,1,1,0.133,Low,0
24.0,83.7,7.1,11.8,4,84.5,0,1,0.042,Low,0
26.4,79.8,6.7,13.3,2,90.7,1,12,0.023,Low,0
28.0,93.7,3.5,25.2,4,86.5,0,2,0.083,Low,0
29.7,77.2,30.6,6.8,1,94.9,1,2,0.287,Low,0
28.7,87.3,6.4,9.4,1,94.3,1,12,0.125,Low,0
32.6,50.2,3.5,0.0,6,83.8,0,8,0.633,High,1
25.9,83.0,1.9,14.2,2,90.4,1,5,0.009,Low,0
24.0,88.7,10.8,8.9,3,87.0,1,4,0.036,Low,0
31.3,79.2,4.4,0.2,9,75.6,1,4,0.68,High,1
29.0,66.3,8.4,0.6,8,77.0,0,12,0.48,Medium,0
33.2,61.5,4.1,0.0,17,56.6,0,6,0.66,High,0
31.0,41.3,10.5,0.0,16,58.0,0,9,0.712,High,0
25.1,78.1,0.9,47.4,4,85.0,1,11,0.021,Low,0
24.9,65.0,1.1,43.4,0,95.0,0,12,0.033,Low,0
27.7,80.9,6.4,61.3,2,91.4,0,2,0.016,Low,0
35.0,60.3,5.3,13.3,3,92.5,0,6,0.32,Low,0
26.7,80.9,15.5,43.8,0,95.0,1,2,0.024,Low,0
30.0,76.1,3.1,12.4,4,87.5,0,10,0.088,Low,1
33.0,43.7,9.6,0.0,18,54.0,1,7,1.0,Critical,1
26.9,74.0,10.4,9.1,3,88.5,0,12,0.0,Low,0
32.6,33.8,2.7,0.0,21,46.3,0,8,0.884,Critical,1
31.3,40.4,15.5,4.5,3,90.6,1,6,0.588,High,1
30.1,59.4,13.2,6.1,1,95.0,0,7,0.414,Medium,0
28.3,52.4,2.1,0.0,16,56.6,0,7,0.723,High,0
31.1,47.5,11.4,3.0,1,95.0,0,7,0.446,Medium,1
28.2,88.2,13.2,42.0,0,95.0,0,4,0.064,Low,0
30.2,51.5,3.1,0.0,21,45.1,0,8,0.712,High,0
28.4,71.4,10.4,9.2,2,91.7,0,3,0.0,Low,0
31.1,89.7,14.7,3.6,1,95.0,0,11,0.236,Low,1
25.9,71.2,3.4,24.0,0,95.0,0,5,0.016,Low,0
24.0,77.1,1.9,7.3,2,89.5,0,3,0.016,Low,0
29.4,77.4,19.5,33.8,1,94.7,0,4,0.15,Low,0
27.1,66.9,25.6,10.3,0,95.0,1,1,0.205,Low,0
31.8,44.2,12.5,0.0,13,65.9,0,7,0.731,High,1
30.7,34.5,1.3,0.0,13,65.3,1,7,1.0,Critical,1
31.0,45.7,3.3,0.0,6,83.0,1,9,0.811,Critical,1
27.5,76.0,7.4,2.6,3,88.7,0,4,0.084,Low,0
25.5,85.2,14.0,2.2,2,90.2,1,11,0.204,Low,1
26.1,75.4,3.8,0.6,5,83.0,1,2,0.18,Low,0
36.0,28.9,15.6,0.0,13,68.0,0,8,0.91,Critical,0
26.2,83.9,13.1,4.3,0,95.0,0,4,0.102,Low,0
24.4,86.7,7.9,32.1,1,92.2,0,5,0.0,Low,0
25.7,73.8,11.9,9.3,2,90.3,0,11,0.026,Low,0
26.6,65.8,15.2,10.9,1,93.3,0,11,0.0,Low,0
28.5,83.3,34.0,10.5,2,91.8,0,2,0.189,Low,0
26.7,95.0,11.9,15.8,0,95.0,0,4,0.0,Low,0
25.8,73.0,16.2,28.0,4,85.4,1,10,0.0,Low,0
30.0,47.5,3.1,1.0,23,40.0,0,8,0.539,Medium,0
29.0,38.2,10.9,0.0,8,77.0,0,7,0.573,High,0
26.9,85.0,13.0,21.8,1,93.5,1,4,0.091,Low,0
27.3,77.5,3.1,25.4,4,86.2,1,4,0.118,Low,0
29.1,55.6,10.7,0.0,13,64.5,0,7,0.44,Medium,1
30.4,63.1,4.9,0.2,20,47.7,1,8,0.798,Critical,1
24.7,71.6,12.8,2.4,4,84.9,0,10,0.203,Low,1
24.0,83.2,2.5,6.2,3,87.0,1,10,0.027,Low,0
26.2,72.7,17.2,37.0,0,95.0,1,12,0.033,Low,0
27.8,89.5,11.4,12.8,2,91.4,0,4,0.035,Low,0
25.1,76.6,8.5,0.3,17,52.6,0,2,0.38,Medium,0
36.3,52.8,8.8,5.8,3,93.2,1,7,0.705,High,1
26.4,83.4,15.7,6.7,0,95.0,0,5,0.125,Low,0
31.0,43.8,4.4,0.0,24,38.0,0,6,0.693,High,1
34.7,53.7,10.2,0.0,15,62.4,1,9,1.0,Critical,1
26.2,81.0,15.7,49.3,2,90.6,1,12,0.054,Low,1
34.0,25.0,5.0,1.3,7,82.0,1,9,0.961,Critical,1
26.6,81.5,8.3,4.3,0,95.0,0,2,0.101,Low,0
25.4,87.9,10.9,6.7,2,90.2,0,12,0.061,Low,0
24.2,76.1,10.0,41.4,3,87.1,0,10,0.0,Low,0
27.6,72.1,13.9,20.1,3,88.8,0,11,0.075,Low,0
25.5,74.9,5.4,17.6,2,90.2,0,10,0.037,Low,0
26.3,81.0,20.0,3.3,2,90.6,1,11,0.097,Low,0
26.6,76.8,4.2,28.5,2,90.8,1,5,0.007,Low,0
26.3,75.1,9.2,9.4,0,95.0,0,12,0.055,Low,0
27.6,80.2,9.8,10.6,0,95.0,0,12,0.008,Low,0
25.1,83.7,10.2,16.8,2,90.0,0,5,0.0,Low,0
29.2,77.4,5.7,14.1,3,89.6,1,1,0.158,Low,0
29.1,55.5,3.2,3.1,3,89.6,1,8,0.309,Low,0
34.6,75.6,14.2,11.2,3,92.3,0,8,0.345,Low,0
26.3,79.5,20.6,7.6,4,85.7,1,11,0.178,Low,1
27.7,81.3,3.1,0.2,7,78.8,0,5,0.182,Low,0
32.6,63.8,2.9,2.2,1,95.0,1,6,0.549,Medium,0
36.5,65.3,10.5,0.6,10,75.8,1,6,0.905,Critical,0
24.0,77.9,5.9,15.6,0,94.5,0,1,0.011,Low,0
30.4,55.8,3.5,0.0,5,85.2,1,8,0.652,High,0
36.6,53.7,13.8,0.0,5,88.3,0,9,0.633,High,1
29.5,79.1,14.6,5.1,1,94.8,0,4,0.107,Low,0
27.7,73.5,5.5,4.5,4,86.3,0,4,0.102,Low,0
25.4,75.7,5.2,21.5,3,87.7,0,1,0.006,Low,0
25.6,90.4,11.6,3.0,4,85.3,0,5,0.048,Low,0
26.4,92.1,16.0,5.1,3,88.2,0,3,0.161,Low,0
33.2,49.7,1.1,0.8,13,66.6,0,6,0.86,Critical,1
29.2,60.7,5.5,4.5,0,95.0,0,5,0.112,Low,0
29.2,55.4,4.3,4.6,0,95.0,0,9,0.146,Low,0
36.8,47.0,2.4,0.0,17,58.4,0,8,0.871,Critical,0
25.8,84.1,26.0,3.9,0,95.0,1,2,0.349,Low,0
29.2,78.7,15.6,21.8,0,95.0,0,1,0.099,Low,0
25.6,91.4,2.2,32.7,0,95.0,0,5,0.097,Low,1
29.6,70.8,20.3,7.8,3,89.8,0,4,0.139,Low,0
28.9,81.5,4.7,4.0,0,95.0,0,12,0.201,Low,0
24.6,69.2,4.2,10.1,4,84.8,1,4,0.158,Low,0
28.0,81.2,26.2,11.3,4,86.5,0,11,0.157,Low,0
33.2,53.4,11.4,0.0,15,61.6,0,8,0.716,High,1
32.1,59.5,8.4,0.0,16,58.5,0,9,0.614,High,0
25.2,77.4,4.0,23.4,3,87.6,1,4,0.0,Low,0
25.0,80.9,28.1,29.8,4,85.0,1,11,0.11,Low,1
27.7,63.7,5.4,0.0,13,63.8,0,7,0.369,Medium,0
33.6,49.1,5.2,0.0,21,46.8,0,7,0.774,Critical,1
27.3,75.7,24.3,20.8,4,86.1,1,3,0.083,Low,0
31.6,51.3,5.3,1.9,10,73.3,0,7,0.476,Medium,0
31.8,77.2,1.7,4.8,4,88.4,0,3,0.193,Low,1
28.3,76.4,5.1,16.6,0,95.0,1,2,0.142,Low,0
32.4,35.3,10.3,0.4,10,73.7,1,8,1.0,Critical,0
29.1,72.5,5.9,2.0,3,89.5,0,9,0.117,Low,0
26.6,84.1,25.6,7.2,3,88.3,0,11,0.121,Low,0
29.2,84.9,5.1,0.1,9,74.6,1,12,0.589,High,0
31.4,74.9,9.3,59.2,0,95.0,0,5,0.243,Low,0
31.9,67.1,12.5,2.6,2,93.5,0,9,0.381,Medium,0
28.8,43.0,7.8,0.0,21,44.4,1,6,0.962,Critical,1
25.6,76.6,10.9,2.0,3,87.8,0,1,0.103,Low,0
31.6,75.6,14.0,0.0,11,70.8,0,8,0.492,Medium,1
37.3,36.3,0.7,0.0,22,46.1,0,9,0.871,Critical,1
28.6,74.6,6.1,8.9,2,91.8,1,4,0.19,Low,0
33.4,77.9,2.9,0.0,5,86.7,0,7,0.461,Medium,0
31.8,51.7,16.4,4.8,3,90.9,0,7,0.419,Medium,0
24.6,76.9,14.9,14.1,4,84.8,0,11,0.009,Low,0
28.6,77.2,8.3,25.3,0,95.0,1,12,0.193,Low,1
29.0,52.5,6.7,0.0,18,52.0,0,9,0.534,Medium,0
28.5,74.8,3.4,19.2,4,86.8,0,3,0.088,Low,0
31.8,52.3,14.3,0.0,17,55.9,1,7,0.921,Critical,0
24.0,80.2,6.5,14.7,0,94.5,0,1,0.0,Low,0
24.8,75.6,1.1,3.8,0,94.9,0,10,0.068,Low,0
26.2,76.9,7.3,9.8,0,95.0,1,2,0.009,Low,0
28.9,29.1,14.5,0.0,17,54.4,0,9,0.724,High,1
30.0,53.9,22.9,0.0,9,75.0,0,9,0.6,High,1
26.0,79.5,1.9,11.1,4,85.5,0,10,0.0,Low,0
28.1,80.8,15.5,4.4,0,95.0,0,4,0.227,Low,0
35.0,41.9,6.3,0.0,19,52.5,1,9,1.0,Critical,1
34.1,53.4,11.5,3.7,4,89.5,0,7,0.478,Medium,0
24.0,88.1,4.4,1.4,16,54.5,0,11,0.227,Low,0
24.0,68.7,10.4,18.1,0,94.5,1,12,0.061,Low,0
29.6,80.8,13.0,23.5,0,95.0,0,11,0.197,Low,0
24.0,84.6,5.8,25.2,3,87.0,1,3,0.0,Low,0
29.1,80.6,7.1,20.0,2,92.0,1,4,0.104,Low,0
33.6,33.7,2.9,0.0,15,61.8,0,8,0.828,Critical,1
29.5,71.9,14.1,14.6,2,92.3,0,5,0.105,Low,0
30.4,73.8,7.1,18.9,3,90.2,0,11,0.3,Low,0
29.3,75.4,2.7,58.7,1,94.6,0,11,0.194,Low,1
30.2,33.4,1.7,0.9,15,60.1,0,8,0.797,Critical,1
25.4,74.1,10.4,2.1,2,90.2,0,10,0.0,Low,0
30.4,84.3,18.1,13.9,0,95.0,1,1,0.377,Medium,0
27.1,82.2,6.3,9.2,0,95.0,1,2,0.0,Low,0
26.1,49.7,21.6,10.2,2,90.5,0,12,0.202,Low,0
30.9,31.2,9.9,0.0,23,40.5,1,9,1.0,Critical,1
27.0,82.7,9.0,75.7,0,95.0,0,1,0.0,Low,0
25.1,72.3,10.1,0.8,22,40.1,1,12,0.533,Medium,0
27.9,74.8,8.4,0.8,12,66.5,0,10,0.386,Medium,0
24.0,83.8,4.0,4.0,0,94.5,1,5,0.044,Low,0
24.0,67.6,1.8,1.4,13,62.0,0,3,0.227,Low,0
25.5,87.8,2.3,21.5,4,85.3,1,4,0.103,Low,0
31.5,49.4,4.5,3.4,2,93.2,1,9,0.606,High,0
27.5,79.3,10.1,4.4,3,88.8,0,3,0.085,Low,0
27.8,80.5,5.7,4.4,4,86.4,1,4,0.042,Low,0
29.9,86.4,8.0,23.1,3,90.0,1,10,0.102,Low,0
31.7,45.6,6.0,0.0,18,53.4,1,7,1.0,Critical,0
25.9,39.8,18.8,0.0,19,47.9,0,7,0.682,High,1
32.3,34.5,15.7,0.0,23,41.2,1,9,1.0,Critical,1
24.0,70.2,29.1,25.6,3,87.0,1,3,0.172,Low,0
30.5,95.0,6.6,23.6,2,92.8,1,12,0.401,Medium,1
28.1,88.0,3.3,10.9,2,91.5,0,3,0.062,Low,0
29.3,68.3,18.7,3.9,4,87.1,0,1,0.27,Low,0
32.4,56.9,14.7,0.0,9,76.2,0,8,0.484,Medium,0
24.0,67.3,11.2,18.6,1,92.0,1,10,0.0,Low,0
35.2,35.4,15.2,0.8,20,50.1,1,8,1.0,Critical,1
25.8,74.9,9.5,25.4,0,95.0,0,12,0.038,Low,0
24.9,83.4,2.9,0.9,14,59.9,1,5,0.411,Medium,1
24.5,72.7,3.3,9.2,4,84.7,0,3,0.0,Low,0
32.5,55.9,10.6,0.0,6,83.8,1,6,0.749,High,1
36.3,25.0,7.4,4.5,3,93.2,0,8,0.64,High,0
30.9,48.8,15.8,0.0,17,55.5,0,7,0.738,High,1
29.5,48.7,5.3,0.0,5,84.8,1,7,0.646,High,1
29.7,75.9,6.2,10.5,2,92.3,1,12,0.143,Low,0
31.4,41.2,8.5,0.5,14,63.2,0,6,0.616,High,1
34.6,48.8,3.0,0.0,8,79.8,1,7,1.0,Critical,1
30.9,54.6,14.8,2.8,4,87.9,0,7,0.456,Medium,0
25.7,95.0,9.1,45.5,0,95.0,1,3,0.017,Low,0
32.5,62.6,18.3,0.0,19,51.2,0,8,0.589,High,1
24.0,78.0,5.8,5.7,4,84.5,0,5,0.09,Low,0
29.0,58.3,4.4,8.2,3,89.5,1,10,0.25,Low,0
27.4,84.0,11.2,3.2,2,91.2,0,1,0.054,Low,0
29.8,83.0,9.5,11.7,3,89.9,0,3,0.084,Low,0
26.3,94.8,5.6,2.3,0,95.0,0,5,0.084,Low,0
32.1,62.6,10.9,4.6,4,88.6,0,9,0.23,Low,0
31.6,63.7,11.6,0.0,12,68.3,0,9,0.557,High,1
25.6,65.1,19.0,15.8,4,85.3,0,4,0.107,Low,0
26.0,68.4,3.2,11.9,2,90.5,0,5,0.043,Low,0
32.3,64.3,17.3,0.3,5,86.2,0,8,0.605,High,0
31.1,63.3,8.6,2.8,2,93.1,0,6,0.3,Low,0
28.6,82.7,8.7,12.6,0,95.0,1,10,0.185,Low,0
25.8,92.0,6.7,5.4,3,87.9,1,4,0.16,Low,0
25.4,72.1,4.1,13.6,4,85.2,1,4,0.0,Low,0
26.2,63.9,8.9,3.1,1,93.1,1,12,0.158,Low,0
28.2,75.7,9.9,5.9,3,89.1,0,2,0.11,Low,0
25.5,69.3,5.1,4.2,0,95.0,0,5,0.089,Low,0
27.3,41.0,16.5,0.0,12,66.2,0,6,0.503,Medium,1
29.3,73.4,10.0,4.7,3,89.7,1,2,0.273,Low,0
25.0,76.1,18.6,7.2,2,90.0,1,4,0.241,Low,0
26.3,72.7,6.9,29.9,0,95.0,0,3,0.027,Low,0
24.5,91.8,9.1,5.3,3,87.2,0,12,0.0,Low,0
27.5,83.1,4.7,2.1,2,91.2,0,11,0.055,Low,0
25.5,81.6,7.3,17.4,1,92.8,0,12,0.0,Low,0
30.9,37.1,2.4,0.0,12,67.9,1,9,1.0,Critical,1
29.7,63.7,7.4,0.1,12,67.3,0,7,0.41,Medium,0
27.8,66.5,10.7,11.0,2,91.4,0,11,0.104,Low,0
32.2,39.2,6.2,6.1,0,95.0,0,8,0.572,High,1
28.0,74.5,1.2,5.0,0,95.0,0,5,0.181,Low,1
27.4,85.4,7.8,0.5,22,41.2,0,2,0.299,Low,0
26.1,72.9,11.7,16.0,2,90.5,0,1,0.0,Low,0
31.2,55.3,6.3,0.2,16,58.1,1,9,1.0,Critical,1
24.0,69.2,5.6,0.2,20,44.5,1,12,0.562,High,1
28.6,46.7,6.4,0.0,9,74.3,0,9,0.486,Medium,0
27.9,69.7,8.0,13.8,0,95.0,0,4,0.053,Low,0
27.6,86.3,4.8,5.9,3,88.8,0,5,0.0,Low,0
31.4,68.6,4.2,1.3,15,60.7,1,6,0.74,High,1
28.2,72.4,12.8,18.6,3,89.1,0,11,0.141,Low,0
27.7,77.6,20.8,9.8,2,91.3,0,11,0.069,Low,0
32.5,51.5,9.5,0.0,23,41.2,1,7,0.922,Critical,1
29.5,80.4,4.9,1.9,8,77.3,0,3,0.27,Low,0
30.3,46.8,4.6,0.0,19,50.1,0,9,0.665,High,0
24.5,80.9,8.2,9.2,2,89.7,0,1,0.0,Low,0
26.8,82.2,8.4,35.3,2,90.9,0,1,0.0,Low,0
28.2,81.8,2.4,5.3,4,86.6,0,5,0.145,Low,0
25.0,75.2,13.4,20.4,2,90.0,0,11,0.035,Low,0
25.7,80.1,8.5,2.3,1,92.8,0,1,0.06,Low,0
29.0,42.5,5.5,0.0,24,37.0,1,7,0.953,Critical,1
26.5,80.2,22.6,7.2,1,93.3,0,1,0.052,Low,0
28.1,71.6,7.8,0.9,8,76.5,1,4,0.465,Medium,1
29.7,51.3,4.5,2.0,1,94.9,0,8,0.355,Medium,0
28.0,72.4,10.4,12.2,3,89.0,1,5,0.163,Low,0
29.5,75.3,14.8,12.8,3,89.7,1,2,0.345,Low,0
30.9,34.7,7.8,0.5,7,80.5,0,7,0.662,High,0
29.2,42.9,11.3,0.6,8,77.1,0,8,0.454,Medium,1
26.5,78.5,4.2,1.3,10,70.7,0,5,0.174,Low,1
29.3,67.3,12.8,41.0,1,94.7,1,4,0.265,Low,0
24.0,64.1,2.5,10.7,1,92.0,0,4,0.048,Low,0
28.4,68.7,4.9,2.4,0,95.0,1,2,0.426,Medium,1
26.0,86.1,17.0,9.5,0,95.0,0,2,0.083,Low,0
27.2,78.8,8.6,3.4,1,93.6,0,10,0.017,Low,0
24.0,71.2,19.0,20.1,0,94.5,1,10,0.124,Low,0
27.3,79.1,13.1,25.6,4,86.1,0,1,0.162,Low,0
24.1,75.2,20.0,7.3,4,84.5,1,3,0.115,Low,0
25.7,74.8,28.7,1.1,18,50.4,0,12,0.368,Medium,0
24.0,81.6,6.0,8.8,1,92.0,0,4,0.039,Low,0
25.0,70.2,0.9,15.4,4,85.0,1,1,0.0,Low,0
26.7,73.7,15.6,11.3,3,88.4,1,11,0.017,Low,0
28.6,84.2,24.2,1.0,6,81.8,0,12,0.295,Low,0
27.3,80.1,3.5,7.1,1,93.7,1,5,0.072,Low,0
25.2,81.0,7.2,6.0,2,90.1,0,4,0.095,Low,0
32.9,48.4,12.2,0.0,6,83.9,0,9,0.596,High,1
26.7,69.4,5.9,16.0,0,95.0,0,10,0.0,Low,0
24.4,82.3,12.4,12.6,4,84.7,0,11,0.0,Low,0
34.6,45.9,1.3,0.9,10,74.8,1,8,1.0,Critical,0
30.2,55.4,1.7,2.2,4,87.6,0,9,0.327,Low,0
25.4,77.6,7.9,11.7,2,90.2,0,12,0.031,Low,0
32.0,45.8,8.0,0.4,12,68.5,1,9,0.966,Critical,1
24.1,80.5,6.9,40.9,3,87.1,0,1,0.059,Low,0
29.1,73.5,7.6,40.6,2,92.0,0,5,0.093,Low,0
33.2,63.0,9.6,0.0,9,76.6,1,6,0.876,Critical,1
27.6,95.0,3.1,26.6,4,86.3,1,2,0.086,Low,0
29.7,51.0,10.5,0.0,20,47.3,1,7,0.928,Critical,1
26.8,56.1,11.1,9.7,3,88.4,0,2,0.0,Low,0
34.4,49.6,4.8,1.4,16,59.7,0,9,0.754,Critical,1
27.8,83.8,15.1,3.4,3,88.9,1,3,0.062,Low,0
26.8,75.7,45.0,51.8,3,88.4,0,5,0.067,Low,0
24.9,78.2,3.2,6.6,4,84.9,0,5,0.0,Low,1
26.4,83.6,19.7,24.0,4,85.7,1,3,0.078,Low,0
27.1,88.6,3.6,2.3,2,91.0,1,1,0.096,Low,0
29.3,64.3,8.5,0.0,23,39.7,0,6,0.593,High,1
29.9,72.8,7.6,4.0,2,92.4,0,10,0.164,Low,0
35.6,36.7,14.4,0.0,15,62.8,0,8,0.829,Critical,1
28.0,84.2,5.2,11.4,2,91.5,0,1,0.199,Low,0
29.9,57.4,5.4,2.9,0,95.0,1,9,0.424,Medium,1
24.0,85.7,12.6,5.6,3,87.0,1,12,0.201,Low,0
24.4,69.9,16.5,20.6,4,84.7,1,12,0.15,Low,0
33.7,63.5,4.5,0.0,16,59.4,0,6,0.694,High,1
28.9,82.4,15.4,27.5,2,91.9,0,3,0.121,Low,0
34.4,42.9,5.5,0.0,19,52.2,0,8,0.848,Critical,1
28.7,88.7,12.0,2.2,3,89.4,1,2,0.317,Low,0
33.0,55.5,24.8,0.0,14,64.0,1,8,0.908,Critical,1
28.7,40.7,3.0,2.0,21,44.4,1,7,0.805,Critical,1
26.0,67.7,23.9,66.4,2,90.5,0,11,0.175,Low,1
27.2,69.0,39.8,53.3,2,91.1,0,12,0.183,Low,0
30.2,43.4,31.4,4.0,0,95.0,0,8,0.59,High,0
30.5,73.3,16.2,4.0,4,87.8,0,2,0.32,Low,0
36.3,57.8,1.5,0.0,20,50.6,1,7,0.994,Critical,1
27.5,84.3,6.1,0.1,19,48.8,1,12,0.63,High,0
24.0,70.0,0.8,19.9,0,94.5,0,11,0.0,Low,0
27.1,79.1,1.8,8.7,3,88.6,1,12,0.0,Low,0
32.4,87.2,1.0,35.9,3,91.2,0,2,0.164,Low,0
24.4,71.6,1.7,3.5,4,84.7,1,1,0.133,Low,0
27.1,77.7,12.5,21.4,3,88.5,0,3,0.048,Low,1
33.1,25.7,25.1,0.0,7,81.5,0,8,0.872,Critical,1
26.7,76.3,6.2,19.1,2,90.9,0,12,0.0,Low,0
25.0,91.1,18.1,4.5,3,87.5,0,5,0.079,Low,1
